date,startup,vertical,subvertical,City  Location,investors,round,amount,Remarks
,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,2.165,
,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,1.732,
,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,1.9918,
,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,6.928,
,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,0.93528,
,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,12.989999999999998,
,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,0.2598,
,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,17.32,
,Byju\\xe2\\x80\\x99s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,649.5,
,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,1299.0,
,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,5.196,
,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,3.1175999999999995,
,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,0.866,
,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,2.598,
,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,2.8577999999999997,
,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,4.33,
,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,1.299,
,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,2.598,
,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,2.598,
,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,40.702,
,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,1.732,
,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,4.33,
,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,3.464,
2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,34.64,
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,0.19484999999999997,
2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,,Multiple investors through Ten Minute Million competition,Seed Funding,0.19484999999999997,
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,0.19484999999999997,
2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,0.19484999999999997,
2016-03-02,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,8.66,
2016-03-02,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,0.866,
2016-03-02,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,0.866,
2016-03-02,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,0.2598,
2016-04-02,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,0.2598,
2016-05-02,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,116.91,
2016-05-02,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,8.66,
2016-05-02,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,0.70146,
2016-05-02,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,0.45032,
2016-06-02,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,8.66,
2016-08-02,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding,0.866,
2016-08-02,AdUrCup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,0.866,
2016-08-02,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,108.25,
2016-10-02,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,1.732,
2016-10-02,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,10.392,
2016-10-02,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,1.299,
2016-12-02,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,1.0825,
2016-12-02,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,8.66,
2016-12-02,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,8.66,
2016-12-02,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,34.64,
,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,43.3,
,Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,1732.0,
,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,0.433,
,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,2.598,
,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,4.33,
,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,8.66,
,BetterPlace,Technology,Data analytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Funding,8.4002,
,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,34.64,
,GameZop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,3.0309999999999997,
,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,86.6,
,Avanti Learning,Education,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,43.3,
,HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed Funding,0.63218,
,Careongo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,2.598,
,Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,3.0309999999999997,
,Jaypore,ECommerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,43.3,
,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Ventures & Others,Seed Funding,3.464,
,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,8.66,
,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed India,Private Equity,25.979999999999997,
,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Funding,0.866,
,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,38.97,
,Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Indian Angel Network,Seed Funding,0.32042,
,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,95.25999999999999,
,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Funding,1.3856,
,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,86.6,
,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,3.464,
,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding,1.299,
,OfBusiness,eCommerce,B2B commerce Marketplace,Gurgaon,Matrix Partners India,Private Equity,43.3,
,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,50.227999999999994,
,Funcart,eCommerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding,0.6062,
,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,1.2557,
,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,21.65,
,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,112.58,
2016-04-01,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,51.959999999999994,
2016-05-01,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,0.866,
2016-05-01,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding,1.299,
2016-05-01,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,43.3,
2016-06-01,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,6.494999999999999,
2016-06-01,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,8.66,
2016-06-01,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,1.299,
2016-06-01,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,25.979999999999997,
2016-06-01,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,6.494999999999999,
2016-07-01,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,1.3856,
2016-07-01,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,0.866,
2016-07-01,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,1558.7999999999997,
2016-08-01,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,43.3,
2016-08-01,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,2.165,
2016-08-01,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,0.38969999999999994,
2016-11-01,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,46.763999999999996,
2016-11-01,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,142.89,
2016-11-01,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,8.66,
2016-12-01,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,866.0,
2016-12-01,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,19.918,
2016-12-01,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,2.165,
,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,1255.7,
,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,0.866,
,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,Seed Funding,2.0784,
,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,34.64,
,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Funding,4.5032,
,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,1.732,
,Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,51.959999999999994,
,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,303.1,
,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,12.123999999999999,
,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,43.3,
,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,3.8537,
,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,30.31,
,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,15.588,
,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,173.2,
,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,34.64,
,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,0.3464,
,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Chandra,Seed Funding,4.33,
,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,19.052,
,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,129.9,
,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,25.979999999999997,
,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,1.732,
,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,62.352,
,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,4.4599,
,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,303.1,
,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,259.8,
,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,1.299,
,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,181.85999999999999,
,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,34.64,
,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Funding,8.66,
,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,8.66,
,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,3.2041999999999997,
,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,1.3856,
,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,1.6020999999999999,
,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,147.22,
